Score:,35
Date:,8/27/18
Time End:,GM
Initial:,n/a
,
,
,
,
,
,
,
,
,
Score:,4
Date:,9/10/18
Time ended:,11:10
Initial:,LM
,
POST INJURY,
PRE-IMPLANT,
,
,
,
,
,
,
,
Score:,2
Date:,9/18/18
Time ended:,n/a
Initial:,AW
,scored 9/19/18
,
,
,
,
,
,
,
,
,
Score:,1
Date:,9/19/18
Time ended:,11:05 AM
Initial:,AW
,
,
,
,
,
,
,
,
,
,
Score:,1
Date:,9/20/18
Time ended:,10:50
Initial:,aw
,
,
,
,
,
,
,
,
,
,
Score:,2
Date:,9/21/18
Time ended:,12:24
Initial:,GM
,
,
,
,
,
,
,
,
,
,
Score:,3
Date:,9/24/18
Time ended:,1:51
Initial:,KG
,
,
,
,
,
,
,
,
,
,
Score:,1
Date:,9/25/18
Time ended:,12:54
Initial:,KG
,
,
,
,
,
,
,
,
,
,
Score:,5
Date:,9/26/18
Time ended:,11:15
Initial:,bk
,
,
,
,
,
,
,
,
,
,
Score:,10
Date:,9/27/18
Time ended:,11:24
Initial:,KG
,
,
,
,
,
,
,
,
,
,
Score:,6
Date:,9/28/18
Time ended:,11:33
Initial:,GM
,
,
,
,
,
,
,
,
,
,
Score:,4
Date:,10/1/18
Time ended:,12:47
Initial:,RLM
,
,
,
,
,
,
,
,
,
,
Score:,6
Date:,10/2/18
Time ended:,11:13
Initial:,rlm
,
,
,
,
,
,
,
,
,
,
Score:,5
Date:,10/3/18
Time ended:,1:55
Initial:,RB
,
,
,
,
,
,
,
,
,
,
Score:,1
Date:,10/4/18
Time ended:,12:41
Initial:,KT
,
,
,
,
,
,
,
,
,
,
Score:,6
Date:,10/5/18
Time ended:,12:07
Initial:,JR
,
,
,
,
,
,
,
,
,
,
Score:,7
Date:,10/8/18
Time ended:,11:35
Initial:,KG
,
,
,
,
,
,
,
,
,
,
Score:,6
Date:,10/9/18
Time ended:,11:30
Initial:,rlm
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
