Score:,0
Date:,7/9/18
Time ended:,3:25
Initial:,LM
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,7/11/18
Time ended:,10:47
Initial:,LM
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,7/16/18
Time ended:,2:00
Initial:,LM
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,7/17/18
Time ended:,3:15 AM
Initial:,LM
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,7/18/18
Time ended:,n/a
Initial:,RB
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,7/19/18
Time ended:,10:43
Initial:,LM
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,7/20/18
Time ended:,2:00
Initial:,LM
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,7/23/18
Time ended:,10:40
Initial:,LM
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,7/24/18
Time ended:,11:53
Initial:,LM
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,7/25/18
Time ended:,10:30
Initial:,LM
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,7/26/18
Time ended:,10:33
Initial:,LM
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,7/27/18
Time ended:,11:55
Initial:,GM
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,7/30/18
Time ended:,10:05
Initial:,GM
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,7/31/18
Time ended:,11:35
Initial:,GM
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,8/1/18
Time ended:,11:59
Initial:,GM
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,8/2/18
Time ended:,10:48
Initial:,GM
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,8/3/18
Time ended:,10:25
Initial:,GM
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,8/7/18
Time ended:,12:35
Initial:,GM
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
