Score:,30
Date:,8/27/18
Time End:,3:17 PM
Initial:,RLM
,
,
,
,
,
,
,
,
,
Score:,7
Date:,9/10/18
Time ended:,11:10
Initial:,LM
,
POST INJURY,
PRE-IMPLANT,
,
,
,
,
,
,
,
Score:,3
Date:,9/18/18
Time ended:,n/a
Initial:,bk
,
,
,
,
,
,
,
,
,
,
Score:,2
Date:,9/19/18
Time ended:,11:32
Initial:,KG
,
,
,
,
,
,
,
,
,
,
Score:,5
Date:,9/20/18
Time ended:,1:15
Initial:,AW
,
,
,
,
,
,
,
,
,
,
Score:,8
Date:,9/21/18
Time ended:,12:25
Initial:,rlm
,
,
,
,
,
,
,
,
,
,
Score:,10
Date:,9/24/18
Time ended:,3:22
Initial:,KG
,
,
,
,
,
,
,
,
,
,
Score:,13
Date:,9/25/18
Time ended:,1:13
Initial:,KG
,
,
,
,
,
,
,
,
,
,
Score:,0
Date:,9/26/18
Time ended:,11:36
Initial:,bk
,
,
,
,
,
,
,
,
,
,
Score:,10
Date:,9/27/18
Time ended:,12:26
Initial:,AW
,
,
,
,
,
,
,
,
,
,
Score:,7
Date:,9/28/18
Time ended:,11:09
Initial:,RLM
,
,
,
,
,
,
,
,
,
,
Score:,8
Date:,10/1/18
Time ended:,10:42
Initial:,RLM
,
,
,
,
,
,
,
,
,
,
Score:,13
Date:,10/2/18
Time ended:,10:50
Initial:,rlm
,
,
,
,
,
,
,
,
,
,
Score:,12
Date:,10/3/18
Time ended:,1:55
Initial:,RB
,
,
,
,
,
,
,
,
,
,
Score:,13
Date:,10/4/18
Time ended:,13:01
Initial:,KT
,
,
,
,
,
,
,
,
,
,
Score:,12
Date:,10/5/18
Time ended:,12:39
Initial:,GM
,
,
,
,
,
,
,
,
,
,
Score:,13
Date:,10/8/18
Time ended:,11:50
Initial:,KG
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time ended:,
Initial:,
,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
Initial:,
,
,
,
,
,
,
,
,
,
Score:,
Date:,
Time Start:,
Time End:,
